URI,count
http://rdf.ebi.ac.uk/dataset/reactome/,40
http://rdf.ebi.ac.uk/dataset/reactome/46/,6
http://rdf.ebi.ac.uk/dataset/reactome/49/,6
http://www.ebi.ac.uk/rdf/services/reactome/,8
http://www.ebi.ac.uk/reactome/,2
http://www.reactome.org/,2
http://www.reactome.org/biopax,47514030
