URI,count
http://pathwaycommons.org/biopax/,24218
http://pathwaycommons.org/pc2/,835228
http://pathwaycommons.org/pc2/#,587761928
http://purl.org/pc2/7/,1305337
http://purl.org/pc2/7/#,12947100
