URI,count
http://purl.jp/bio/10/lsd/icd10/,25322
http://purl.jp/bio/10/lsd/mesh/,5195180
http://purl.jp/bio/10/lsd/ontology/,18
http://purl.jp/bio/10/lsd/ontology/201209#,3229628
http://purl.jp/bio/10/lsd/pair/,7760864
http://purl.jp/bio/10/lsd/term/,5922486
